,period,TOA,GHI,BHI,DHI,BNI,start,end,DNI,cos_zenith,zenith_rad,zenith_deg,day_of_year,I0n,Kt,Kd,Kn,G0h,k_test,individual_limit_test,night_time_test
4941,2024-10-23T21:00:00.0/2024-10-23T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-23 21:00:00,2024-10-23 22:00:00,0.0,,,,297,1384.5766192087833,,,0.0,,Failed,Passed,Failed
4942,2024-10-23T22:00:00.0/2024-10-23T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-23 22:00:00,2024-10-23 23:00:00,0.0,,,,297,1384.5766192087833,,,0.0,,Failed,Passed,Failed
4943,2024-10-23T23:00:00.0/2024-10-24T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-23 23:00:00,2024-10-24 00:00:00,0.0,,,,297,1384.5766192087833,,,0.0,,Failed,Passed,Failed
4944,2024-10-24T00:00:00.0/2024-10-24T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 00:00:00,2024-10-24 01:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4945,2024-10-24T01:00:00.0/2024-10-24T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 01:00:00,2024-10-24 02:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4946,2024-10-24T02:00:00.0/2024-10-24T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 02:00:00,2024-10-24 03:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4947,2024-10-24T03:00:00.0/2024-10-24T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 03:00:00,2024-10-24 04:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4948,2024-10-24T04:00:00.0/2024-10-24T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 04:00:00,2024-10-24 05:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4949,2024-10-24T05:00:00.0/2024-10-24T06:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 05:00:00,2024-10-24 06:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4950,2024-10-24T06:00:00.0/2024-10-24T07:00:00.0,50.7072,16.8422,2.9552,13.887,31.8893,2024-10-24 06:00:00,2024-10-24 07:00:00,31.8893,0.09267058229562888,1.4779925892997157,84.68273751848615,298,1385.2891600320477,0.13119476093576748,0.8245359869850734,0.023019959240323705,128.3755531079925,Passed,Passed,Passed
4951,2024-10-24T07:00:00.0/2024-10-24T08:00:00.0,321.9064,166.4462,72.6889,93.7573,289.8672,2024-10-24 07:00:00,2024-10-24 08:00:00,289.8672,0.2507662129416505,1.3173246493854935,75.47714265833972,298,1385.2891600320477,0.47914220528704754,0.5632889185814995,0.20924671062415168,347.3837164903567,Passed,Passed,Passed
4952,2024-10-24T08:00:00.0/2024-10-24T09:00:00.0,590.2437,378.6493,221.9022,156.7471,512.0175,2024-10-24 08:00:00,2024-10-24 09:00:00,512.0175,0.43338792131128323,1.1225476196544524,64.3172409086569,298,1385.2891600320477,0.6306957714474809,0.4139637918253117,0.3696105584108915,600.3675894813427,Passed,Passed,Passed
4953,2024-10-24T09:00:00.0/2024-10-24T10:00:00.0,809.2962,568.1709,376.3019,191.869,638.5831,2024-10-24 09:00:00,2024-10-24 10:00:00,638.5831,0.5892763212806602,0.9406334967578013,53.89432943285462,298,1385.2891600320477,0.6960165404968599,0.3376959291649749,0.4609745881395815,816.3181001336609,Passed,Passed,Passed
4954,2024-10-24T10:00:00.0/2024-10-24T11:00:00.0,964.1262,705.5921,497.0481,208.544,709.556,2024-10-24 10:00:00,2024-10-24 11:00:00,709.556,0.7005058092666399,0.7946903094524732,45.53240075157207,298,1385.2891600320477,0.7271123690833254,0.2955588646754974,0.5122078627855465,970.4031041165533,Passed,Passed,Passed
4955,2024-10-24T11:00:00.0/2024-10-24T12:00:00.0,1044.1735,777.1656,564.3777,212.7879,744.4102,2024-10-24 11:00:00,2024-10-24 12:00:00,744.4102,0.7581541735994483,0.7103185841521397,40.6982569816258,298,1385.2891600320477,0.7399725391033377,0.27379994688390735,0.5373680972012937,1050.262758320371,Passed,Passed,Passed
4956,2024-10-24T12:00:00.0/2024-10-24T13:00:00.0,1043.9757,776.8213,569.2281,207.5932,751.0127,2024-10-24 12:00:00,2024-10-24 13:00:00,751.0127,0.7579473689326425,0.7106356741306709,40.716424899121535,298,1385.2891600320477,0.7398465271965564,0.2672341759938869,0.5421342501392459,1049.976274057201,Passed,Passed,Passed
4957,2024-10-24T13:00:00.0/2024-10-24T14:00:00.0,963.5402,705.276,511.921,193.355,731.4639,2024-10-24 13:00:00,2024-10-24 14:00:00,731.4639,0.6998581884902316,0.7955973866963008,45.584372449335746,298,1385.2891600320477,0.7274591674406918,0.27415508254924315,0.5280225393397853,969.5059620751834,Passed,Passed,Passed
4958,2024-10-24T14:00:00.0/2024-10-24T15:00:00.0,808.3435,568.0253,394.8069,173.2185,670.7308,2024-10-24 14:00:00,2024-10-24 15:00:00,670.7308,0.5886218435175483,0.9414433235201574,53.94072908847436,298,1385.2891600320477,0.6966118682820251,0.3049485647910401,0.4841810788330165,815.4114591829399,Passed,Passed,Passed
4959,2024-10-24T15:00:00.0/2024-10-24T16:00:00.0,588.9573,374.5911,224.7004,149.8907,518.8095,2024-10-24 15:00:00,2024-10-24 16:00:00,518.8095,0.4331077206566186,1.1228585133420834,64.33505380483541,298,1385.2891600320477,0.6243399038788513,0.40014485127916816,0.37451350589359816,599.979430551802,Passed,Passed,Passed
4960,2024-10-24T16:00:00.0/2024-10-24T17:00:00.0,320.3271,161.3179,68.882,92.4359,273.9233,2024-10-24 16:00:00,2024-10-24 17:00:00,273.9233,0.25146455230350984,1.3166031924775408,75.43580622241346,298,1385.2891600320477,0.46308994420106336,0.5730046076721802,0.19773727240720124,348.35111843836404,Passed,Passed,Passed
4961,2024-10-24T17:00:00.0/2024-10-24T18:00:00.0,49.6776,15.7661,2.416,13.3501,26.112,2024-10-24 17:00:00,2024-10-24 18:00:00,26.112,0.09252450980392159,1.4781392920827858,84.69114296879889,298,1385.2891600320477,0.12300621301764296,0.8467598201203849,0.018849494209133864,128.1732004686515,Passed,Passed,Passed
4962,2024-10-24T18:00:00.0/2024-10-24T19:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 18:00:00,2024-10-24 19:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4963,2024-10-24T19:00:00.0/2024-10-24T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 19:00:00,2024-10-24 20:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4964,2024-10-24T20:00:00.0/2024-10-24T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 20:00:00,2024-10-24 21:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4965,2024-10-24T21:00:00.0/2024-10-24T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 21:00:00,2024-10-24 22:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4966,2024-10-24T22:00:00.0/2024-10-24T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 22:00:00,2024-10-24 23:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4967,2024-10-24T23:00:00.0/2024-10-25T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-24 23:00:00,2024-10-25 00:00:00,0.0,,,,298,1385.2891600320477,,,0.0,,Failed,Passed,Failed
4968,2024-10-25T00:00:00.0/2024-10-25T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 00:00:00,2024-10-25 01:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4969,2024-10-25T01:00:00.0/2024-10-25T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 01:00:00,2024-10-25 02:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4970,2024-10-25T02:00:00.0/2024-10-25T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 02:00:00,2024-10-25 03:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4971,2024-10-25T03:00:00.0/2024-10-25T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 03:00:00,2024-10-25 04:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4972,2024-10-25T04:00:00.0/2024-10-25T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 04:00:00,2024-10-25 05:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4973,2024-10-25T05:00:00.0/2024-10-25T06:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 05:00:00,2024-10-25 06:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4974,2024-10-25T06:00:00.0/2024-10-25T07:00:00.0,48.3937,16.1372,2.8041,13.3331,30.9133,2024-10-25 06:00:00,2024-10-25 07:00:00,30.9133,0.09070852998547552,1.4799629417679465,84.79563039906895,299,1385.9962813824825,0.1283565358511529,0.8262337952061076,0.022304028095346023,125.72168524954047,Passed,Passed,Passed
4975,2024-10-25T07:00:00.0/2024-10-25T08:00:00.0,317.6978,165.4291,73.678,91.7511,297.4014,2024-10-25 07:00:00,2024-10-25 08:00:00,297.4014,0.24773925072309683,1.32045026219464,75.65622708069583,299,1385.9962813824825,0.4817869388614827,0.5546249118202299,0.2145759003792944,343.36568025469467,Passed,Passed,Passed
4976,2024-10-25T08:00:00.0/2024-10-25T09:00:00.0,585.8337,377.5742,224.3009,153.2732,521.8802,2024-10-25 08:00:00,2024-10-25 09:00:00,521.8802,0.429794040854587,1.1265316639151506,64.54550983018822,299,1385.9962813824825,0.63384031123218,0.40594193141374596,0.37653795108269905,595.6929423848084,Passed,Passed,Passed
4977,2024-10-25T09:00:00.0/2024-10-25T10:00:00.0,804.7215,567.2763,377.8223,189.454,645.2441,2024-10-25 09:00:00,2024-10-25 10:00:00,645.2441,0.5855494068058894,0.945238687551686,54.158187429196715,299,1385.9962813824825,0.6989868883918194,0.3339712940589974,0.46554533274533155,811.5693003986812,Passed,Passed,Passed
4978,2024-10-25T10:00:00.0/2024-10-25T11:00:00.0,959.4347,705.0844,495.6996,209.3847,711.5212,2024-10-25 10:00:00,2024-10-25 11:00:00,711.5212,0.6966759388195319,0.8000428934626967,45.839081224847085,299,1385.9962813824825,0.7302107620795049,0.2969640230304344,0.5133644365122557,965.5902605325211,Passed,Passed,Passed
4979,2024-10-25T11:00:00.0/2024-10-25T12:00:00.0,1039.4214,777.16,559.2865,217.8735,741.4767,2024-10-25 11:00:00,2024-10-25 12:00:00,741.4767,0.7542873565683181,0.7162283310114556,41.0368605346553,299,1385.9962813824825,0.743381153416232,0.2803457460497195,0.5349774093624574,1045.4394712975115,Passed,Passed,Passed
4980,2024-10-25T12:00:00.0/2024-10-25T13:00:00.0,1039.2236,777.3058,560.764,216.5418,743.6061,2024-10-25 12:00:00,2024-10-25 13:00:00,743.6061,0.7541143086373283,0.7164918649527672,41.051959917250905,299,1385.9962813824825,0.7436912332745359,0.27857993597886443,0.536513777120873,1045.1996275086588,Passed,Passed,Passed
4981,2024-10-25T13:00:00.0/2024-10-25T14:00:00.0,958.8492,705.5462,499.4801,206.0661,717.4748,2024-10-25 13:00:00,2024-10-25 14:00:00,717.4748,0.6961639628318653,0.8007563151848681,45.87995727854046,299,1385.9962813824825,0.7312263853248925,0.2920660617263618,0.517659974732648,964.8806637174581,Passed,Passed,Passed
4982,2024-10-25T14:00:00.0/2024-10-25T15:00:00.0,803.7705,567.9842,382.8792,185.105,654.7955,2024-10-25 14:00:00,2024-10-25 15:00:00,654.7955,0.5847309579861193,0.9462479568221239,54.216014298785055,299,1385.9962813824825,0.7008387430099813,0.32589814998374955,0.47243669322609183,810.4349333779779,Passed,Passed,Passed
4983,2024-10-25T15:00:00.0/2024-10-25T16:00:00.0,584.5515,377.9428,228.3812,149.5616,532.7256,2024-10-25 15:00:00,2024-10-25 16:00:00,532.7256,0.4287032573617637,1.1277393699377196,64.61470628817396,299,1385.9962813824825,0.6360733906679265,0.3957254907356351,0.3843629360019819,594.1811205199618,Passed,Passed,Passed
4984,2024-10-25T16:00:00.0/2024-10-25T17:00:00.0,316.1267,165.3561,75.4002,89.9559,306.0184,2024-10-25 16:00:00,2024-10-25 17:00:00,306.0184,0.24639106668095775,1.321841578754203,75.73594364752546,299,1385.9962813824825,0.4842093796453257,0.5440131933445455,0.22079308877709067,341.4971021856707,Passed,Passed,Passed
4985,2024-10-25T17:00:00.0/2024-10-25T18:00:00.0,47.409,15.8556,2.8567,12.9989,31.8793,2024-10-25 17:00:00,2024-10-25 18:00:00,31.8793,0.08960987223684334,1.4810660923019692,84.85883626883606,299,1385.9962813824825,0.12766291533771446,0.8198302177148767,0.023000999662280135,124.19894969542423,Passed,Passed,Passed
4986,2024-10-25T18:00:00.0/2024-10-25T19:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 18:00:00,2024-10-25 19:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4987,2024-10-25T19:00:00.0/2024-10-25T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 19:00:00,2024-10-25 20:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4988,2024-10-25T20:00:00.0/2024-10-25T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 20:00:00,2024-10-25 21:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4989,2024-10-25T21:00:00.0/2024-10-25T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 21:00:00,2024-10-25 22:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4990,2024-10-25T22:00:00.0/2024-10-25T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 22:00:00,2024-10-25 23:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4991,2024-10-25T23:00:00.0/2024-10-26T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-25 23:00:00,2024-10-26 00:00:00,0.0,,,,299,1385.9962813824825,,,0.0,,Failed,Passed,Failed
4992,2024-10-26T00:00:00.0/2024-10-26T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 00:00:00,2024-10-26 01:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
4993,2024-10-26T01:00:00.0/2024-10-26T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 01:00:00,2024-10-26 02:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
4994,2024-10-26T02:00:00.0/2024-10-26T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 02:00:00,2024-10-26 03:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
4995,2024-10-26T03:00:00.0/2024-10-26T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 03:00:00,2024-10-26 04:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
4996,2024-10-26T04:00:00.0/2024-10-26T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 04:00:00,2024-10-26 05:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
4997,2024-10-26T05:00:00.0/2024-10-26T06:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 05:00:00,2024-10-26 06:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
4998,2024-10-26T06:00:00.0/2024-10-26T07:00:00.0,46.2076,15.9838,3.3438,12.64,37.9798,2024-10-26 06:00:00,2024-10-26 07:00:00,37.9798,0.08804153787013097,1.482640650773396,84.94905182384538,300,1386.69777372477,0.13092138723224103,0.7908006856942654,0.027388664436940373,122.08700455981565,Passed,Passed,Passed
4999,2024-10-26T07:00:00.0/2024-10-26T08:00:00.0,313.5116,169.0703,83.8623,85.208,344.6839,2024-10-26 07:00:00,2024-10-26 08:00:00,344.6839,0.24330205153185283,1.3250275712062471,75.91848756858812,300,1386.69777372477,0.5011176899374118,0.5039797054834586,0.24856454415020385,337.3864132018896,Passed,Passed,Passed
5000,2024-10-26T08:00:00.0/2024-10-26T09:00:00.0,581.4386,383.2193,244.7579,138.4614,574.8522,2024-10-26 08:00:00,2024-10-26 09:00:00,574.8522,0.4257753558218964,1.1309777050066026,64.80024922027016,300,1386.69777372477,0.6490602823700766,0.3613111343818018,0.4145475754647717,590.4217380250956,Passed,Passed,Passed
5001,2024-10-26T09:00:00.0/2024-10-26T10:00:00.0,800.1555,570.9001,399.9856,170.9145,687.6852,2024-10-26 09:00:00,2024-10-26 10:00:00,687.6852,0.5816405529739479,0.9500522927020576,54.43398668855544,300,1386.69777372477,0.7078212913087378,0.2993772465620518,0.495915702058732,806.5596599170177,Passed,Passed,Passed
5002,2024-10-26T10:00:00.0/2024-10-26T11:00:00.0,954.7476,705.741,515.1874,190.5535,743.6349,2024-10-26 10:00:00,2024-10-26 11:00:00,743.6349,0.6927962902225272,0.8054368275450484,46.148130882737604,300,1386.69777372477,0.7346119296008644,0.2700048601399097,0.5362631382918739,960.6990732963582,Passed,Passed,Passed
5003,2024-10-26T11:00:00.0/2024-10-26T12:00:00.0,1034.6715,774.7464,573.5941,201.1522,764.3751,2024-10-26 11:00:00,2024-10-26 12:00:00,764.3751,0.7504093212874151,0.7221151948861073,41.374152989240876,300,1386.69777372477,0.7445254170338103,0.2596361854666249,0.5512196777722037,1040.5909352115743,Passed,Passed,Passed
5004,2024-10-26T12:00:00.0/2024-10-26T13:00:00.0,1034.4739,771.3973,566.5752,204.8221,755.1247,2024-10-26 12:00:00,2024-10-26 13:00:00,755.1247,0.7503068036312414,0.7222702822623391,41.38303884135472,300,1386.69777372477,0.741408245291735,0.2655208930599057,0.5445488658798958,1040.4487742059905,Passed,Passed,Passed
5005,2024-10-26T13:00:00.0/2024-10-26T14:00:00.0,954.1628,696.9275,496.9698,199.9577,717.6329,2024-10-26 13:00:00,2024-10-26 14:00:00,717.6329,0.6925125645716634,0.8058301973134188,46.17066931025327,300,1386.69777372477,0.7257350962964559,0.28691320115793967,0.5175121166253742,960.3056315679568,Passed,Passed,Passed
5006,2024-10-26T14:00:00.0/2024-10-26T15:00:00.0,799.2066,557.0677,372.7156,184.3521,640.9201,2024-10-26 14:00:00,2024-10-26 15:00:00,640.9201,0.5815320817680705,0.9501856341234995,54.44162658923834,300,1386.69777372477,0.6908002416152157,0.3309330266321311,0.46219162685928494,806.4092431373143,Passed,Passed,Passed
5007,2024-10-26T15:00:00.0/2024-10-26T16:00:00.0,580.1612,363.7152,209.2111,154.5041,490.436,2024-10-26 15:00:00,2024-10-26 16:00:00,490.436,0.4265818577755303,1.1300861869963519,64.74916900092289,300,1386.69777372477,0.6148614309007577,0.424794179621858,0.35367187378014864,591.5401124887044,Passed,Passed,Passed
5008,2024-10-26T16:00:00.0/2024-10-26T17:00:00.0,311.9494,153.0084,61.1706,91.8379,248.1647,2024-10-26 16:00:00,2024-10-26 17:00:00,248.1647,0.24649154372076282,1.3217379041531,75.73000353043956,300,1386.69777372477,0.4476426218569018,0.6002147594511151,0.17896091325899496,341.8092749195636,Passed,Passed,Passed
5009,2024-10-26T17:00:00.0/2024-10-26T18:00:00.0,45.256,13.8509,1.8093,12.0416,20.4327,2024-10-26 17:00:00,2024-10-26 18:00:00,20.4327,0.08854923725205179,1.482130960707279,84.91984873419713,300,1386.69777372477,0.1128005847143388,0.8693731093286358,0.014734789647145894,122.79103016244669,Passed,Passed,Passed
5010,2024-10-26T18:00:00.0/2024-10-26T19:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 18:00:00,2024-10-26 19:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
5011,2024-10-26T19:00:00.0/2024-10-26T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 19:00:00,2024-10-26 20:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
5012,2024-10-26T20:00:00.0/2024-10-26T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 20:00:00,2024-10-26 21:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
5013,2024-10-26T21:00:00.0/2024-10-26T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 21:00:00,2024-10-26 22:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
5014,2024-10-26T22:00:00.0/2024-10-26T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 22:00:00,2024-10-26 23:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
5015,2024-10-26T23:00:00.0/2024-10-27T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-26 23:00:00,2024-10-27 00:00:00,0.0,,,,300,1386.69777372477,,,0.0,,Failed,Passed,Failed
5016,2024-10-27T00:00:00.0/2024-10-27T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-27 00:00:00,2024-10-27 01:00:00,0.0,,,,301,1387.3934291915903,,,0.0,,Failed,Passed,Failed
5017,2024-10-27T01:00:00.0/2024-10-27T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-27 01:00:00,2024-10-27 02:00:00,0.0,,,,301,1387.3934291915903,,,0.0,,Failed,Passed,Failed
5018,2024-10-27T02:00:00.0/2024-10-27T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-27 02:00:00,2024-10-27 03:00:00,0.0,,,,301,1387.3934291915903,,,0.0,,Failed,Passed,Failed
5019,2024-10-27T03:00:00.0/2024-10-27T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-27 03:00:00,2024-10-27 04:00:00,0.0,,,,301,1387.3934291915903,,,0.0,,Failed,Passed,Failed
5020,2024-10-27T04:00:00.0/2024-10-27T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-27 04:00:00,2024-10-27 05:00:00,0.0,,,,301,1387.3934291915903,,,0.0,,Failed,Passed,Failed
5021,2024-10-27T05:00:00.0/2024-10-27T06:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-27 05:00:00,2024-10-27 06:00:00,0.0,,,,301,1387.3934291915903,,,0.0,,Failed,Passed,Failed
5022,2024-10-27T06:00:00.0/2024-10-27T07:00:00.0,44.0354,12.6609,1.1457,11.5152,13.1036,2024-10-27 06:00:00,2024-10-27 07:00:00,13.1036,0.08743398760645928,1.4832505530698883,84.98399665134973,301,1387.3934291915903,0.10437215716261793,0.9095088026917518,0.009444761467289951,121.30533989322053,Passed,Passed,Passed
5023,2024-10-27T07:00:00.0/2024-10-27T08:00:00.0,309.3495,139.9665,42.6631,97.3034,173.4814,2024-10-27 07:00:00,2024-10-27 08:00:00,173.4814,0.24592319407152582,1.3223243048833624,75.76360181738698,301,1387.3934291915903,0.4102276967145678,0.6951906349019229,0.12504124378121392,341.19222354064317,Passed,Passed,Passed
5024,2024-10-27T08:00:00.0/2024-10-27T09:00:00.0,577.0605,337.3011,154.7362,182.5649,364.3736,2024-10-27 08:00:00,2024-10-27 09:00:00,364.3736,0.42466358704362783,1.1322060563969576,64.87062857069654,301,1387.3934291915903,0.5724968485856674,0.5412520148911462,0.26263177576984353,589.1754702812602,Passed,Passed,Passed
5025,2024-10-27T09:00:00.0/2024-10-27T10:00:00.0,795.6005,519.835,279.7841,240.0509,483.3709,2024-10-27 09:00:00,2024-10-27 10:00:00,483.3709,0.5788186669905037,0.953517059526504,54.632503204593164,301,1387.3934291915903,0.6473264528641611,0.46178287341175567,0.3484021834251094,803.04921527606,Passed,Passed,Passed
5026,2024-10-27T10:00:00.0/2024-10-27T11:00:00.0,950.0674,653.3208,378.3841,274.9367,548.9584,2024-10-27 10:00:00,2024-10-27 11:00:00,548.9584,0.6892764551922331,0.8103064328604889,46.427138715206816,301,1387.3934291915903,0.6831772693318359,0.420829552648561,0.3956760846992539,956.2976248301758,Passed,Passed,Passed
5027,2024-10-27T11:00:00.0/2024-10-27T12:00:00.0,1029.9265,722.6411,431.0381,291.6031,577.3222,2024-10-27 11:00:00,2024-10-27 12:00:00,577.3222,0.7466160144196777,0.7278356210516737,41.70190926554403,301,1387.3934291915903,0.697630924928141,0.4035241006912006,0.4161200333321424,1035.8501525350746,Passed,Passed,Passed
5028,2024-10-27T12:00:00.0/2024-10-27T13:00:00.0,1029.7292,722.2281,430.784,291.4442,577.0994,2024-10-27 12:00:00,2024-10-27 13:00:00,577.0994,0.7464639540432724,0.7280641662338643,41.715003939911604,301,1387.3934291915903,0.697374250108458,0.4035348389241571,0.4159594444210865,1035.6391849680092,Passed,Passed,Passed
5029,2024-10-27T13:00:00.0/2024-10-27T14:00:00.0,949.4837,651.1255,376.099,275.0266,545.9766,2024-10-27 13:00:00,2024-10-27 14:00:00,545.9766,0.6888553465478191,0.810887513901529,46.460432206413486,301,1387.3934291915903,0.6812978792895217,0.4223864677393221,0.3935268745781295,955.71338146394,Passed,Passed,Passed
5030,2024-10-27T14:00:00.0/2024-10-27T15:00:00.0,794.6543,515.4027,274.6087,240.794,474.7443,2024-10-27 14:00:00,2024-10-27 15:00:00,474.7443,0.578434959619315,0.9539875241436712,54.65945884156708,301,1387.3934291915903,0.6422328604948723,0.46719584511295736,0.34218433647665836,802.5168621905405,Passed,Passed,Passed
5031,2024-10-27T15:00:00.0/2024-10-27T16:00:00.0,575.7885,328.8133,144.3021,184.5112,339.8863,2024-10-27 15:00:00,2024-10-27 16:00:00,339.8863,0.42455991900820955,1.1323205591988519,64.8771890979875,301,1387.3934291915903,0.5582268873070456,0.5611427518290775,0.24498191561858973,589.0316419301037,Passed,Passed,Passed
5032,2024-10-27T16:00:00.0/2024-10-27T17:00:00.0,307.797,133.9899,37.5721,96.4178,152.8198,2024-10-27 16:00:00,2024-10-27 17:00:00,152.8198,0.24585884813355344,1.3223906889803807,75.76740534597292,301,1387.3934291915903,0.3928136647287803,0.7195900586536746,0.11014885668663242,341.1029504091051,Passed,Passed,Passed
5033,2024-10-27T17:00:00.0/2024-10-27T18:00:00.0,43.1254,11.8865,0.9246,10.9619,10.58,2024-10-27 17:00:00,2024-10-27 18:00:00,10.58,0.08739130434782608,1.4832934003397935,84.98645161907896,301,1387.3934291915903,0.09803612569807887,0.9222142767004585,0.007625810946909832,121.24612142065635,Passed,Passed,Passed
5034,2024-10-27T18:00:00.0/2024-10-27T19:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-27 18:00:00,2024-10-27 19:00:00,0.0,,,,301,1387.3934291915903,,,0.0,,Failed,Passed,Failed
5035,2024-10-27T19:00:00.0/2024-10-27T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-27 19:00:00,2024-10-27 20:00:00,0.0,,,,301,1387.3934291915903,,,0.0,,Failed,Passed,Failed
5036,2024-10-27T20:00:00.0/2024-10-27T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-10-27 20:00:00,2024-10-27 21:00:00,0.0,,,,301,1387.3934291915903,,,0.0,,Failed,Passed,Failed
